1915370.62206,4222836.77466,ESP33155
1913250.43825,4222531.23078,ESP2079
1913086.97639,4223524.47264,ESP26205
1914186.69358,4224275.03519,ESP7496
1912974.90507,4225210.23654,ESP2547
1912600.38488,4222098.28634,ESP11866
1914849.60369,4222164.65587,ESP5219
1914402.66154,4224091.5696,ESP2708
1915052.46363,4224643.4215,ESP18241
1915322.21202,4224679.86992,ESP30323
1913048.17207,4222114.92025,ESP29611
1914626.25357,4223904.35615,ESP1429
1914914.58837,4222701.06516,ESP19508
1913274.04542,4223605.47749,ESP9274
1912687.84783,4222887.3017,ESP6156
1913312.03126,4223589.21565,ESP29445
1914993.59602,4222812.80185,ESP26224
1914017.06512,4222361.24244,ESP30513
1914384.7433,4223660.16538,ESP20686
1913628.88408,4222635.30207,ESP23661
1915539.35065,4224585.11806,ESP13174
1912829.62422,4221453.71994,ESP13891
1914904.75864,4222666.73486,ESP6650
1914819.93501,4223842.41029,ESP26217
1914295.40588,4224064.6757,ESP7512
1914295.04301,4223282.55862,ESP9364
1913808.29708,4223133.55819,ESP22380
1915031.61099,4224841.00529,ESP15467
1913321.32979,4224510.27221,ESP15876
1915342.68686,4225711.09528,ESP7548
1915907.11317,4223808.48643,ESP11031
1914093.66138,4221349.60795,ESP9470
1913003.85397,4223022.43954,ESP11204
1912626.47353,4222020.08869,ESP11154
1914710.84731,4221660.58151,ESP23980
1915106.16058,4224950.69453,ESP6888
1913007.51028,4223049.93795,ESP21096
1912627.67009,4221726.27807,ESP28809
1914856.88466,4220763.37147,ESP4702
1912694.54355,4222887.24134,ESP3266
1915194.05845,4222789.87763,ESP16628
1915132.8017,4222079.91638,ESP15996
1912778.82162,4222138.4399,ESP29153
1913695.10799,4223039.97885,ESP22341
1915239.52184,4222561.63723,ESP24231
1912496.43863,4224218.05889,ESP33186
1912598.09266,4223042.00051,ESP7781
1915932.80942,4223819.64076,ESP29949
1912607.49865,4221691.37045,ESP26681
1915003.85681,4224632.34711,ESP24129
1912627.97882,4221909.79148,ESP24767
1914878.80129,4222273.94338,ESP4554
1914989.5375,4222409.55904,ESP6649
1914968.26512,4222479.28724,ESP29789
1913341.51745,4224209.89366,ESP27626
1914742.85996,4225237.6803,ESP18517
1912522.92302,4223685.64204,ESP26059
1914650.38576,4223477.11926,ESP20886
1913524.44653,4225157.24901,ESP10040
1915557.14954,4223183.71131,ESP29063
1914804.48445,4225363.13135,ESP18648
1915682.70367,4223113.81391,ESP21623
1912532.00626,4223589.69765,ESP21968
1913683.21356,4224698.92379,ESP32924
1912427.46325,4222672.89749,ESP19980
1915138.87719,4221454.16772,ESP1769
1914313.48875,4222052.09579,ESP33608
1913124.18403,4221907.3642,ESP6139
1912585.9215,4221370.42468,ESP14496
1912436.35334,4222157.85378,ESP8383
1915279.4084,4223101.42138,ESP27171
1915516.73897,4222360.14962,ESP29088
1912995.89942,4223212.39603,ESP33757
1913646.64943,4223008.75676,ESP22646
1913459.80437,4223727.52596,ESP32978
1912975.98933,4225832.41829,ESP29715
1914569.55667,4222107.99736,ESP5819
1915546.42659,4224995.40517,ESP16165
1914498.99915,4221732.45883,ESP12730
1913996.07771,4221963.46899,ESP1755
1914941.02037,4222443.86595,ESP7721
1913059.29894,4225714.09643,ESP31226
1914421.3595,4223824.1786,ESP3508
1912489.83926,4222688.97044,ESP9130
1915564.25263,4222278.95043,ESP15802
1914693.89338,4225193.35357,ESP6047
1912087.04918,4226322.29794,ESP33306
1912994.44303,4225530.28077,ESP25729
1915265.40991,4222819.88701,ESP24553
1915526.99661,4222802.38108,ESP9171
1912061.21373,4226357.45498,ESP33285
1914218.25482,4222207.29367,ESP10502
1914843.91782,4222334.24896,ESP23961
1912768.3749,4222131.35694,ESP24817
1915496.57737,4222684.33766,ESP31148
1912831.83244,4221872.67805,ESP7260
1915153.82954,4225734.6928,ESP22843
1913271.59592,4223596.7239,ESP20405
1912821.03553,4224997.06589,ESP1813
1915010.33257,4222514.51813,ESP29089
1914003.96575,4221964.00362,ESP12173
1914085.21729,4223010.35023,ESP21749
1914718.29824,4225375.41206,ESP28663
1913958.29663,4224592.75368,ESP17150
1913745.61488,4225219.60769,ESP28211
1912699.686,4223197.07881,ESP13954
1915017.85975,4225600.52959,ESP12277
1914522.19846,4223970.41183,ESP28344
1912726.7465,4221733.59677,ESP5578
1912370.19581,4222186.99929,ESP26519
1914161.96244,4224742.10507,ESP5964
1915551.28858,4222832.4454,ESP9167
1913760.74609,4223632.25539,ESP24456
1915024.09327,4225067.49047,ESP18824
1912471.819,4223747.27368,ESP27631
1915480.14229,4222685.91601,ESP20695
1914886.80448,4223884.74382,ESP19438
1914821.65914,4222271.31757,ESP20781
1915353.30871,4224671.22946,ESP29781
1914940.43806,4224398.77677,ESP28480
1912936.38743,4225004.53941,ESP12973
1914328.46073,4224007.68705,ESP28234
1914181.71648,4221773.45989,ESP4694
1914963.48173,4223312.11232,ESP14637
1914460.17925,4223968.3823,ESP27112
1912496.99578,4222617.62657,ESP13929
1913893.89352,4224649.48234,ESP8786
1912514.89163,4223536.80142,ESP21699
1915366.1029,4225726.97212,ESP28683
1913341.24922,4223503.74733,ESP7791
1913333.09672,4223470.57505,ESP23334
1912774.04782,4221991.56418,ESP32576
1913924.9906,4221681.99025,ESP2457
1916041.22038,4222649.00268,ESP20128
1914722.38732,4224228.62615,ESP11262
1913299.10624,4223446.68104,ESP19633
1913238.2476,4225047.12518,ESP13595
1915651.99897,4224251.13898,ESP9218
1913420.86304,4225307.77922,ESP9327
1913679.55523,4223230.89434,ESP7240
1914210.34558,4224277.17612,ESP18156
1915800.44528,4224591.38251,ESP11332
1915251.71305,4222854.7482,ESP17051
1915072.92265,4224668.97651,ESP11464
1912494.86422,4225960.4199,ESP33401
1914563.77669,4221803.58308,ESP16769
1914183.63215,4223080.72095,ESP11216
1915010.70966,4222923.04563,ESP5069
1914936.01404,4223682.71691,ESP7225
1913442.11847,4224305.19034,ESP6693
1913637.85687,4223239.71691,ESP23681
1914293.68217,4221780.04732,ESP10534
1915055.03628,4222365.50556,ESP9242
1915193.2412,4222832.819,ESP12785
1912546.72046,4223733.57755,ESP18705
1914226.8432,4222076.30548,ESP12166
1914900.10099,4225361.75025,ESP25376
1915002.51848,4221053.93671,ESP23304
1913851.59475,4222779.59825,ESP8313
1914195.91531,4222182.90831,ESP5712
1914149.98229,4222606.19217,ESP20754
1914839.12047,4222238.57555,ESP4562
1915122.04055,4225283.58893,ESP5473
1914027.64591,4222859.43003,ESP24250
1913114.76758,4225598.41964,ESP32344
1914501.87804,4221855.41848,ESP6610
1915193.82621,4225001.73639,ESP29993
1915135.29403,4221328.31921,ESP15347
1914127.76496,4222617.95076,ESP21147
1914962.07494,4221423.42193,ESP22459
1913071.96613,4225004.89567,ESP17125
1912794.82515,4221757.14107,ESP22944
1912396.92034,4222386.9441,ESP14451
1915280.61132,4221986.68108,ESP22125
1914397.77175,4221447.07784,ESP2425
1913129.905,4225538.66073,ESP32366
1915108.85059,4222837.97273,ESP10757
1915092.49927,4221059.48973,ESP9609
1913573.40977,4223085.31973,ESP20044
1914600.63718,4221916.55965,ESP15306
1912704.11416,4224921.55418,ESP15877
1912447.06395,4222473.75256,ESP9946
1914759.70115,4222041.73517,ESP29570
1913113.87475,4222956.97638,ESP12518
1914618.46478,4221494.3265,ESP29059
1914958.25343,4222623.62917,ESP31449
1914616.51473,4225351.59887,ESP8911
1915309.59428,4224799.74084,ESP19574
1914080.67728,4222027.0689,ESP27430
1915645.54036,4223004.17959,ESP29784
1914355.16518,4224193.77798,ESP24107
1915228.66508,4222792.8062,ESP2485
1912772.70523,4221801.86558,ESP11645
1914804.46473,4222352.87649,ESP3649
1912796.49684,4221907.78601,ESP19608
1913543.87853,4223048.13519,ESP11613
1914159.54538,4224739.79351,ESP14071
1915834.91148,4223109.63131,ESP29937
1912485.33242,4222537.60922,ESP26988
1912948.22926,4224812.16386,ESP26351
1914805.50609,4222861.85416,ESP1520
1912635.25998,4223131.36085,ESP30022
1915124.73254,4224837.12485,ESP19757
1912096.4654,4226311.93536,ESP33302
1915462.49313,4222752.12262,ESP18344
1913259.34146,4223070.31258,ESP19634
1915361.90419,4222933.21815,ESP24702
1915684.83456,4225145.95071,ESP23542
1915612.76756,4222519.92064,ESP5373
